name,address,type,latitude,longitude,phone,website,is_service_area_only,containing_places,rating,reviews,opening_hours,place_id
Ham John w DDS,"7005 Pastor Bailey Dr #103b, Dallas, TX 75237, USA",dentist,32.6635996,-96.8747244,(972) 780-0068,,False,,,,,ChIJjRfbsAGRToYRkDKqzAxjn-8
"Dr. Donna D. Baines, DDS","3333 W Camp Wisdom Rd, Dallas, TX 75237, USA",dentist,32.663091099999995,-96.8751853,(972) 709-1979,,False,,,,,ChIJ_TRdrAGRToYRk2O5_rE5V_M
Children's Genesis,"6808 Pastor Bailey Dr, Dallas, TX 75237, USA",educational_institution,32.665799899999996,-96.8730485,(469) 203-1451,http://childrensgenesis.org/,False,,,,,ChIJCT2nALyQToYRWLpygvfgvKU
Sweetly Squeezed Lemonade,"6808 Pastor Bailey Dr Foyer, Dallas, TX 75237, USA",,32.665758,-96.8731687,,,False,,,,,ChIJBSaljpmRToYRn-V5i1EUItw
Concord Church,"6808 Pastor Bailey Dr, Dallas, TX 75237, USA",church,32.665788899999995,-96.8732181,(214) 331-8522,http://concorddallas.org/,False,,,,,ChIJ49aniv2QToYRpI0CsEFB2oY
Smith Roy DDS,"3235 W Camp Wisdom Rd, Dallas, TX 75237, USA",dentist,32.6637601,-96.8731723,(214) 331-1131,http://www.monarchdental.com/,False,,,,,ChIJ_0NLngGRToYR2454qFDFShI
Monarch Dental,"3235 W Camp Wisdom Rd, Dallas, TX 75237, USA",dentist,32.6637432,-96.8731498,(214) 331-1131,https://www.monarchdental.com/dentist-near-me/dallas-dentist/30220?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles,False,,,,,ChIJH4lZeAGRToYR8qkgQbm_ACY
Dallas Reading and Language Services,"3235 W Camp Wisdom Rd, Dallas, TX 75237, USA",medical_clinic,32.6637284,-96.8731742,(214) 646-1570,http://www.speechtherapydallas.com/,False,,,,,ChIJ6bTKUCufToYRYWxutwUurqU
Harmony Counseling Center,"6969 Pastor Bailey Dr, Dallas, TX 75237, USA",health,32.6645051,-96.8744969,(214) 467-6770,https://www.harmonycdc.org/counseling,False,,,,,ChIJL6viHxiRToYRCiuQPPRAfok
"Dr. Randall B. Macurak, MD","3107 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6639195,-96.8711527,(214) 331-2922,,False,,,,,ChIJyTAPSQKRToYRB6nOskqd8Zg
Bodied by Monti,"3259 W Camp Wisdom Rd, Dallas, TX 75237, USA",spa,32.663872,-96.87376069999999,(469) 418-9993,,False,,,,,ChIJMRyy2q-RToYRCkJYvw08gYk
Dallas Lash Lounge,"3259 W Camp Wisdom Rd, Dallas, TX 75237, USA",beauty_salon,32.66384,-96.87375,,,False,,,,,ChIJNW-EOx-ZToYROZ4WL1_g8gI
Marye Carr Independent Insurance Services,"3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",health,32.6638458,-96.87095509999999,(214) 586-2851,http://www.myuhcagent.com/marye-carr,False,,,,,ChIJ-TgC_MmRToYRA0Om5Pj6-YI
"Rajani L Shrestha, DO","3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",doctor,32.6638458,-96.87095509999999,(972) 942-7700,https://doctors.wellmedhealthcare.com/details/159618?utm_source=google&utm_medium=organic&utm_campaign=local-listings,False,,,,,ChIJJ4M27xmRToYRBe78xtBiwVw
Alamo Self Storage - Redbird,"7011 Marvin D. Love Fwy, Dallas, TX 75237, USA",storage,32.6640578,-96.8693301,(214) 337-8444,https://www.storewithus.com/storage-dallas-tx/7011-marvin-d-love-freeway,False,,,,,ChIJX6X85QKRToYRoCjbBQNOyuY
Coronado Realty,"6623 Pastor Bailey Dr, Dallas, TX 75237, USA",real_estate_agency,32.6682979,-96.8746924,(214) 554-0308,https://www.normacoronadorealty.com/,False,,,,,ChIJwaRnfJuRToYRVlydPNxLRC8
"Shantrelle Denine Lavigne, NP","3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",doctor,32.6638458,-96.87095509999999,(972) 942-7700,https://doctors.wellmedhealthcare.com/details/157832?utm_source=google&utm_medium=organic&utm_campaign=local-listings,False,,,,,ChIJXa0Dv-CRToYRYEH0iDu81QE
"Tamika Lashunda Perry, DO","3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",doctor,32.6638458,-96.87095509999999,(972) 942-7700,https://doctors.wellmedhealthcare.com/details/145427?utm_source=google&utm_medium=organic&utm_campaign=local-listings,False,,,,,ChIJNaJYYhuXToYRXHwWiZwHOhg
"Dr. Charles J. Lostak, DO","3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",doctor,32.663798799999995,-96.8708506,(214) 331-2922,,False,,,,,ChIJyTAPSQKRToYRBzFEby3oi8U
"Steven R. Miller, DPM","3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",doctor,32.663798799999995,-96.8708506,(214) 467-0432,http://www.thpg.org/,False,,,,,ChIJyTAPSQKRToYR5qJLZr3GjWg
Methodist Surgery Center - Redbird GI,"3107 W Camp Wisdom Rd Ste. 189, Dallas, TX 75237, USA",medical_clinic,32.663798799999995,-96.8708506,(214) 331-2922,https://methodistredbird.com/,False,,,,,ChIJyTAPSQKRToYR2x0kc55mWis
Baylor Scott & White Outpatient Therapy - Dallas - Camp Wisdom Road,"3107 W Camp Wisdom Rd #131, Dallas, TX 75237, USA",medical_clinic,32.663798799999995,-96.8708506,(214) 339-4533,https://www.bswphysicaltherapy.com/contact/find-a-location/tx/dallas/dallas-camp-wisdom-road/?ty=xt,False,,,,,ChIJyTAPSQKRToYRvOkD5gxmc6U
"Bruce Stephen Moayedi Kinney, DO","3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",doctor,32.6637712,-96.8705449,(972) 942-7700,https://doctors.wellmedhealthcare.com/details/157357?utm_source=google&utm_medium=organic&utm_campaign=local-listings,False,,,,,ChIJOVjjOwqRToYRW0IztpZNwlA
"April Dawn Wilson, NP","3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",doctor,32.6637601,-96.87054619999999,(972) 942-7700,https://doctors.wellmedhealthcare.com/details/159854?utm_source=google&utm_medium=organic&utm_campaign=local-listings,False,,,,,ChIJjQ8K4N2RToYRZxM1OGHkx2Q
WellMed at Redbird Square,"3107 W Camp Wisdom Rd Ste 170, Dallas, TX 75237, USA",medical_clinic,32.6637489,-96.8705476,(972) 942-7700,https://doctors.wellmedhealthcare.com/locations/details/11024?utm_source=google&utm_medium=organic&utm_campaign=local-listings,False,,,,,ChIJt1nJENKRToYRChqtSp9tx7E
